dag_label,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth_raw,ff_chain_depth_shifted,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,2,,2,354,189,1.873016,21,0.111111,0.234127
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,2,,4,354,153,2.313725,41,0.267974,0.289216
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,2,,8,354,152,2.328947,78,0.513158,0.291118
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,3,,1,354,361,0.980609,70,0.193906,0.122576
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,3,,2,354,212,1.669811,36,0.169811,0.208726
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,3,,4,354,196,1.806122,75,0.382653,0.225765
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,3,,8,354,192,1.84375,110,0.572917,0.230469
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,3,,1,354,361,0.980609,56,0.155125,0.122576
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,3,,2,354,209,1.69378,38,0.181818,0.211722
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,3,,4,354,191,1.853403,78,0.408377,0.231675
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,3,,8,354,190,1.863158,116,0.610526,0.232895
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,1,,1,354,358,0.988827,67,0.187151,0.123603
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,1,,2,354,191,1.853403,19,0.099476,0.231675
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,1,,4,354,159,2.226415,43,0.27044,0.278302
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,1,,8,354,154,2.298701,72,0.467532,0.287338
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,1,,1,354,358,0.988827,53,0.148045,0.123603
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,1,,2,354,189,1.873016,21,0.111111,0.234127
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,1,,4,354,153,2.313725,41,0.267974,0.289216
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,1,,8,354,152,2.328947,78,0.513158,0.291118
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,2,,1,354,361,0.980609,70,0.193906,0.122576
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,2,,2,354,212,1.669811,36,0.169811,0.208726
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,2,,4,354,196,1.806122,75,0.382653,0.225765
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,2,,8,354,192,1.84375,110,0.572917,0.230469
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,2,,1,354,361,0.980609,56,0.155125,0.122576
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,2,,2,354,209,1.69378,38,0.181818,0.211722
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,2,,4,354,191,1.853403,78,0.408377,0.231675
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,2,2,,8,354,190,1.863158,116,0.610526,0.232895
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,3,,1,354,367,0.964578,76,0.207084,0.120572
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,3,,2,354,242,1.46281,67,0.27686,0.182851
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,2,3,,4,354,234,1.512821,113,0.482906,0.189103
